Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=13da7e1ea8120745,웹프로그래머 (FrontEnd) 기업부설연구소 연구원 #python #j...,넥스텝코리아 서울 용산구,"연봉 30,000,000원",모집직종 웹 개발자(웹 엔지니어·웹 프로그래머) 모집인원 2명 학력 대학_대학교 전공 고용형태 상용직 근무예정지 서울특별시 용산구 효창원로55길 현양빌딩 3층 인근지하철 직무내용 #회사소개 당사는 2001년 설립된 20년차...
https://kr.indeed.com/viewjob?jk=297e6568c740f98e,iOS Developer,Bepro Company 서울 • 재택 근무 가능,"연봉 40,000,000원 - 80,000,000원",참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=5d9a7b29a92fc3da,Senior Data Architect,Amazon Web Services Korea LLC 서울,,"one or more programming languages (Java, JavaScript, Python, etc). · Current hands-on implementation experience required..."
https://kr.indeed.com/viewjob?jk=373df7f9af58b598,Data Analyst (대리-차장),국내 대기업 서울,,"5년 이상 - 고객분석 및 비즈니스 업무 수행 경험 - 다양한 분석 툴 및 DB 활용 경험 - SQL, Python, R 활용 능력 - Data 분석 역량 - IT통신 및 미디어 업계 경력자 또는 관련 분석프로젝트 경험자..."
https://kr.indeed.com/viewjob?jk=15d34691f7f24eee,IT 강소기업 JAVA 솔루션 개발자 (경력직) (성수동),휴먼브릿지앤코 서울,"연봉 40,000,000원 - 50,000,000원",로그래머>JSP|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>Servlet|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=0b9a231d4a1d649d,Software Engineer in Testing for SAP HAN...,SAP 4.3 서울,,"processes Knowledge of Git or other version control, Python, SQL Understanding of modern computer architecture, operating..."
https://kr.indeed.com/viewjob?jk=2a022297d291f917,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_M...",英博管理咨询(大连)有限公司 대한민국,"연봉 35,600,000원 - 47,470,000원","experience in one... programming languages (,Java, Python,Ruby,JavaScript)  Experience in integrating automated tests..."
https://kr.indeed.com/viewjob?jk=58776016fbc8665f,Data Platform Engineer,토스 서울 강남구,,"데이터 적재 및 활용 경험이 있는 분 데이터플랫폼 관리 및 운영도구 개발을 위한 프로그램 능력을(Java, Python) 갖춘 분 우대 사항 하둡 에코시스템을 서비스에 맞게 재구성하거나 개선한 경험이 있는 분 Machine..."
https://kr.indeed.com/viewjob?jk=6b65a5a35da64ed3,[카카오 클라우드] 클라우드 개발자(Monitoring as a Serv...,카카오 4.2 성남 판교역,,"또는 한 가지 이상의 서비스에 대해서 초기 설계 참여, 개발, 운영을 해보신 분 java, golang, python 중 한 가지 언어를 능숙하게 사용할 수 있으신 분 람다 아키텍처 형태의 서비스 개발, 운영 경험이 있으신..."
https://kr.indeed.com/viewjob?jk=7ca09f597b344520,중급개발자,소명소프트 서울 송파구,"월급 2,800,000원 - 3,000,000원",경력 학력 - 성별 무관 기타 담당업무 웹프로그램 서버단 프로그램 스프링 프레임워크 전자정부 프레임워크 Python언어/ 대용량서버 경험 상세모집요강 접수기간/방법 시작일 2020.4.28 (화) 마감일 2020.5...
https://kr.indeed.com/viewjob?jk=0c1f05a0f45f5b4e,동남아 모바일 대출 기획 및 운영,LINE Plus corporation 성남 판교역,,"5년 이상 - 통계, 수학, 산업 공학, 금융 공학 등 데이터 분석 관련 학위 소지자 - SAS, Python, R 프로그램 및 SQL program 경험 - 영어 커뮤니케이션 가능 (verbal and written..."
https://kr.indeed.com/viewjob?jk=8da5c72baf146123,Site Engineer (Seoul),Motion2AI 서울,,의력과 열정을 가진 분을 찾고 있습니다. 지원자격 필수조건 Linux/Windows 시스템 능숙 C++/ Python/Golang 등 코드 컴파일 및 디버깅 경험 우대조건 물류관련 프로젝트 경험 CS 및 관련 학과 출신...
https://kr.indeed.com/viewjob?jk=f9ba0aceb3ab191b,Full Stack engineer,Success Korea 서울 공덕동,,"개발 경험자 - 리눅스 기반 서버 운영 경험 필수 [우대사항] - Python, PHP, Shell 등을 이용한 데이터 및 DB처리 스크립트 개발... 경험 필수 [우대사항] - Python, PHP, Shell 등을 이용한..."
https://kr.indeed.com/viewjob?jk=6e4170888fdd92a5,SOFTWARE ENGINEER - BACKEND,"ODK Media, Inc. 서울 강남구ht,https://kr.indeed.com/viewjob?jk=ff2f8c996186ab4d,"016년도 국립기상과학원 1분기 연구원(기간제근로자),services. Tech stack... Python, Django, REST기상청 대한민국QL... development Python web frameworks...��울,,"one or more programming languages (J"
a, JavaScript, Python,A,,,""이상 (졸업예정자 포함) 우대조건 - 서버 운영(유닉스, 리눅스), 프로그램 언어(C, Java, 또는 python 등) 유경험자 우대 2. 근무조건 계약기간 : 계약체결일 ~ 2016. 12. 31. (업무성과에 따라..."
https://kr.indeed.com/viewjob?jk=c6bf8184940d37c3,�� 어플리케이션 아키텍처로 대규모 어플리케이션 구축 현장경험 · Python, Java, Node.js, Ruby, .NET, Go, Scala..."
Android Developer,Bepro Company 서울,"ttps://kr.indeed.com/viewjob?jk=b346d97741fd59f0,연봉 40,000,000원 - 80,000,000원",Calm Island 서울,https://kr.indeed.com/viewjob?jk=a6df161cf8e96140,"참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
게임 딥러닝 AI 개발,Shotgun, Slack과의 연동 툴 개발 자격 요건 애니메이션 제작 파이프라인 개발 경력 3년 이상 Python 프로그래밍 능력 Maya, Nuke, Shotgun 등의 애니메이션 제작 소프트웨어에 대한 이해 Qt..."
